chemin,class,classe_LOC,classe_CLOC,classe_DC,WMC,classe_BC
D:\Tests\jfreechart\src\main\java\org\jfree\chart\axis\PeriodAxis.java,PeriodAxis,1098,429,0.3907103825136612,98,0.003986840637894502
D:\Tests\jfreechart\src\main\java\org\jfree\chart\axis\PeriodAxisLabelInfo.java,PeriodAxisLabelInfo,320,162,0.50625,17,0.02977941176470588
D:\Tests\jfreechart\src\main\java\org\jfree\chart\axis\QuarterDateFormat.java,QuarterDateFormat,177,96,0.5423728813559322,9,0.060263653483992465
D:\Tests\jfreechart\src\main\java\org\jfree\chart\axis\StandardTickUnitSource.java,StandardTickUnitSource,119,80,0.6722689075630253,7,0.09603841536614646
D:\Tests\jfreechart\src\main\java\org\jfree\chart\axis\SubCategoryAxis.java,SubCategoryAxis,397,165,0.4156171284634761,36,0.011544920235096559
D:\Tests\jfreechart\src\main\java\org\jfree\chart\axis\SymbolAxis.java,SymbolAxis,681,262,0.38472834067547723,59,0.006520819333482665
D:\Tests\jfreechart\src\main\java\org\jfree\chart\axis\Tick.java,Tick,157,92,0.5859872611464968,11,0.05327156919513607
D:\Tests\jfreechart\src\main\java\org\jfree\chart\axis\TickType.java,TickType,45,40,0.8888888888888888,1,0.8888888888888888
D:\Tests\jfreechart\src\main\java\org\jfree\chart\axis\TickUnit.java,TickUnit,167,103,0.6167664670658682,15,0.04111776447105788
D:\Tests\jfreechart\src\main\java\org\jfree\chart\axis\TickUnits.java,TickUnits,195,123,0.6307692307692307,10,0.06307692307692307
D:\Tests\jfreechart\src\main\java\org\jfree\chart\axis\TickUnitSource.java,TickUnitSource,74,68,0.918918918918919,1,0.918918918918919
D:\Tests\jfreechart\src\main\java\org\jfree\chart\axis\Timeline.java,Timeline,133,122,0.9172932330827067,1,0.9172932330827067
D:\Tests\jfreechart\src\main\java\org\jfree\chart\axis\ValueAxis.java,ValueAxis,1523,756,0.4963887065003283,153,0.0032443706307211
D:\Tests\jfreechart\src\main\java\org\jfree\chart\axis\ValueTick.java,ValueTick,123,81,0.6585365853658537,7,0.09407665505226481
D:\Tests\jfreechart\src\main\java\org\jfree\chart\swing\AbstractOverlay.java,AbstractOverlay,101,69,0.6831683168316832,7,0.0975954738330976
D:\Tests\jfreechart\src\main\java\org\jfree\chart\swing\ApplicationFrame.java,ApplicationFrame,114,79,0.6929824561403509,9,0.07699805068226122
D:\Tests\jfreechart\src\main\java\org\jfree\chart\swing\ChartFrame.java,ChartFrame,83,58,0.6987951807228916,5,0.13975903614457832
D:\Tests\jfreechart\src\main\java\org\jfree\chart\swing\ChartMouseEvent.java,ChartMouseEvent,96,68,0.7083333333333334,3,0.23611111111111113
D:\Tests\jfreechart\src\main\java\org\jfree\chart\swing\ChartMouseListener.java,ChartMouseListener,59,52,0.8813559322033898,1,0.8813559322033898
D:\Tests\jfreechart\src\main\java\org\jfree\chart\swing\ChartPanel.java,ChartPanel,2750,1190,0.43272727272727274,245,0.0017662337662337662
D:\Tests\jfreechart\src\main\java\org\jfree\chart\swing\CrosshairOverlay.java,CrosshairOverlay,567,173,0.30511463844797176,79,0.0038622106132654654
D:\Tests\jfreechart\src\main\java\org\jfree\chart\swing\DefaultSelectionZoomStrategy.java,DefaultSelectionZoomStrategy,239,83,0.3472803347280335,23,0.01509914498817537
D:\Tests\jfreechart\src\main\java\org\jfree\chart\swing\MouseWheelHandler.java,MouseWheelHandler,139,75,0.539568345323741,13,0.04150525733259546
D:\Tests\jfreechart\src\main\java\org\jfree\chart\swing\NumberCellRenderer.java,NumberCellRenderer,78,48,0.6153846153846154,3,0.20512820512820515
D:\Tests\jfreechart\src\main\java\org\jfree\chart\swing\Overlay.java,Overlay,78,71,0.9102564102564102,1,0.9102564102564102
D:\Tests\jfreechart\src\main\java\org\jfree\chart\swing\OverlayChangeEvent.java,OverlayChangeEvent,50,44,0.88,1,0.88
D:\Tests\jfreechart\src\main\java\org\jfree\chart\swing\OverlayChangeListener.java,OverlayChangeListener,48,43,0.8958333333333334,1,0.8958333333333334
D:\Tests\jfreechart\src\main\java\org\jfree\chart\swing\package-info.java,package-info,4,3,0.75,1,0.75
D:\Tests\jfreechart\src\main\java\org\jfree\chart\swing\PolarChartPanel.java,PolarChartPanel,215,99,0.4604651162790698,17,0.027086183310533515
D:\Tests\jfreechart\src\main\java\org\jfree\chart\swing\SelectionZoomStrategy.java,SelectionZoomStrategy,160,136,0.85,1,0.85
D:\Tests\jfreechart\src\main\java\org\jfree\chart\swing\UIUtils.java,UIUtils,181,96,0.5303867403314917,13,0.04079898002549936
D:\Tests\jfreechart\src\main\java\org\jfree\chart\imagemap\DynamicDriveToolTipTagFragmentGenerator.java,DynamicDriveToolTipTagFragmentGenerator,86,66,0.7674418604651163,3,0.2558139534883721
D:\Tests\jfreechart\src\main\java\org\jfree\chart\imagemap\ImageMapUtils.java,ImageMapUtils,239,116,0.48535564853556484,21,0.023112173739788803
D:\Tests\jfreechart\src\main\java\org\jfree\chart\imagemap\OverLIBToolTipTagFragmentGenerator.java,OverLIBToolTipTagFragmentGenerator,69,56,0.8115942028985508,3,0.2705314009661836
D:\Tests\jfreechart\src\main\java\org\jfree\chart\imagemap\package-info.java,package-info,4,3,0.75,1,0.75
D:\Tests\jfreechart\src\main\java\org\jfree\chart\imagemap\StandardToolTipTagFragmentGenerator.java,StandardToolTipTagFragmentGenerator,65,53,0.8153846153846154,3,0.2717948717948718
D:\Tests\jfreechart\src\main\java\org\jfree\chart\imagemap\StandardURLTagFragmentGenerator.java,StandardURLTagFragmentGenerator,66,55,0.8333333333333334,3,0.2777777777777778
D:\Tests\jfreechart\src\main\java\org\jfree\chart\imagemap\ToolTipTagFragmentGenerator.java,ToolTipTagFragmentGenerator,61,57,0.9344262295081968,1,0.9344262295081968
D:\Tests\jfreechart\src\main\java\org\jfree\chart\imagemap\URLTagFragmentGenerator.java,URLTagFragmentGenerator,62,54,0.8709677419354839,1,0.8709677419354839
D:\Tests\jfreechart\src\test\java\org\jfree\chart\plot\CategoryMarkerTest.java,CategoryMarkerTest,174,65,0.3735632183908046,6,0.06226053639846743
D:\Tests\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,CategoryPlotTest,1118,214,0.19141323792486584,38,0.005037190471706996
D:\Tests\jfreechart\src\test\java\org\jfree\chart\plot\CombinedDomainCategoryPlotTest.java,CombinedDomainCategoryPlotTest,242,81,0.3347107438016529,6,0.05578512396694215
D:\Tests\jfreechart\src\test\java\org\jfree\chart\plot\CombinedDomainXYPlotTest.java,CombinedDomainXYPlotTest,249,86,0.3453815261044177,10,0.03453815261044177
D:\Tests\jfreechart\src\test\java\org\jfree\chart\plot\CombinedRangeCategoryPlotTest.java,CombinedRangeCategoryPlotTest,241,80,0.33195020746887965,12,0.027662517289073305
D:\Tests\jfreechart\src\test\java\org\jfree\chart\plot\CombinedRangeXYPlotTest.java,CombinedRangeXYPlotTest,241,84,0.34854771784232363,9,0.03872752420470263
D:\Tests\jfreechart\src\test\java\org\jfree\chart\plot\CrosshairTest.java,CrosshairTest,164,53,0.3231707317073171,5,0.06463414634146342
D:\Tests\jfreechart\src\test\java\org\jfree\chart\plot\DefaultDrawingSupplierTest.java,DefaultDrawingSupplierTest,169,58,0.3431952662721893,3,0.11439842209072977
D:\Tests\jfreechart\src\test\java\org\jfree\chart\plot\FastScatterPlotTest.java,FastScatterPlotTest,200,61,0.305,7,0.04357142857142857
D:\Tests\jfreechart\src\test\java\org\jfree\chart\plot\IntervalMarkerTest.java,IntervalMarkerTest,131,58,0.44274809160305345,6,0.07379134860050891
D:\Tests\jfreechart\src\test\java\org\jfree\chart\plot\MarkerTest.java,MarkerTest,366,122,0.3333333333333333,16,0.020833333333333332
D:\Tests\jfreechart\src\test\java\org\jfree\chart\plot\MeterIntervalTest.java,MeterIntervalTest,90,47,0.5222222222222223,4,0.13055555555555556
D:\Tests\jfreechart\src\test\java\org\jfree\chart\plot\MeterPlotTest.java,MeterPlotTest,217,73,0.33640552995391704,4,0.08410138248847926
D:\Tests\jfreechart\src\test\java\org\jfree\chart\plot\MyPlotChangeListener.java,MyPlotChangeListener,79,60,0.759493670886076,5,0.1518987341772152
D:\Tests\jfreechart\src\test\java\org\jfree\chart\plot\PlotOrientationTest.java,PlotOrientationTest,67,46,0.6865671641791045,3,0.2288557213930348
D:\Tests\jfreechart\src\test\java\org\jfree\chart\plot\PlotRenderingInfoTest.java,PlotRenderingInfoTest,104,48,0.46153846153846156,3,0.15384615384615385
D:\Tests\jfreechart\src\test\java\org\jfree\chart\plot\PlotTest.java,PlotTest,150,60,0.4,2,0.2
D:\Tests\jfreechart\src\test\java\org\jfree\chart\plot\PolarPlotTest.java,PolarPlotTest,315,55,0.1746031746031746,8,0.021825396825396824
D:\Tests\jfreechart\src\test\java\org\jfree\chart\plot\RingPlotTest.java,RingPlotTest,140,53,0.37857142857142856,3,0.1261904761904762
D:\Tests\jfreechart\src\test\java\org\jfree\chart\plot\SpiderWebPlotTest.java,SpiderWebPlotTest,295,82,0.27796610169491526,5,0.05559322033898305
D:\Tests\jfreechart\src\test\java\org\jfree\chart\plot\ThermometerPlotTest.java,ThermometerPlotTest,171,60,0.3508771929824561,4,0.08771929824561403
D:\Tests\jfreechart\src\test\java\org\jfree\chart\plot\ValueMarkerTest.java,ValueMarkerTest,201,61,0.3034825870646766,7,0.0433546552949538
D:\Tests\jfreechart\src\test\java\org\jfree\chart\plot\XYPlotTest.java,XYPlotTest,1252,261,0.2084664536741214,45,0.00463258785942492
D:\Tests\jfreechart\src\test\java\org\jfree\chart\entity\CategoryItemEntityTest.java,CategoryItemEntityTest,111,47,0.42342342342342343,3,0.14114114114114115
D:\Tests\jfreechart\src\test\java\org\jfree\chart\entity\CategoryLabelEntityTest.java,CategoryLabelEntityTest,97,47,0.4845360824742268,3,0.16151202749140894
D:\Tests\jfreechart\src\test\java\org\jfree\chart\entity\FlowEntityTest.java,FlowEntityTest,94,49,0.5212765957446809,3,0.17375886524822695
D:\Tests\jfreechart\src\test\java\org\jfree\chart\entity\LegendItemEntityTest.java,LegendItemEntityTest,100,47,0.47,3,0.15666666666666665
D:\Tests\jfreechart\src\test\java\org\jfree\chart\entity\PieSectionEntityTest.java,PieSectionEntityTest,112,47,0.41964285714285715,3,0.13988095238095238
D:\Tests\jfreechart\src\test\java\org\jfree\chart\entity\StandardEntityCollectionTest.java,StandardEntityCollectionTest,100,48,0.48,3,0.16
D:\Tests\jfreechart\src\test\java\org\jfree\chart\entity\TickLabelEntityTest.java,TickLabelEntityTest,91,47,0.5164835164835165,3,0.1721611721611722
D:\Tests\jfreechart\src\test\java\org\jfree\chart\entity\XYItemEntityTest.java,XYItemEntityTest,104,47,0.4519230769230769,3,0.15064102564102563
D:\Tests\jfreechart\src\test\java\org\jfree\chart\renderer\AbstractRendererTest.java,AbstractRendererTest,690,140,0.2028985507246377,16,0.012681159420289856
D:\Tests\jfreechart\src\test\java\org\jfree\chart\renderer\AreaRendererEndTypeTest.java,AreaRendererEndTypeTest,65,44,0.676923076923077,3,0.22564102564102564
D:\Tests\jfreechart\src\test\java\org\jfree\chart\renderer\DefaultPolarItemRendererTest.java,DefaultPolarItemRendererTest,94,50,0.5319148936170213,4,0.13297872340425532
D:\Tests\jfreechart\src\test\java\org\jfree\chart\renderer\GrayPaintScaleTest.java,GrayPaintScaleTest,119,55,0.46218487394957986,5,0.09243697478991597
D:\Tests\jfreechart\src\test\java\org\jfree\chart\renderer\LookupPaintScaleTest.java,LookupPaintScaleTest,166,58,0.3493975903614458,6,0.05823293172690763
D:\Tests\jfreechart\src\test\java\org\jfree\chart\renderer\OutlierTest.java,OutlierTest,98,54,0.5510204081632653,5,0.11020408163265305
D:\Tests\jfreechart\src\test\java\org\jfree\chart\renderer\RendererChangeDetector.java,RendererChangeDetector,83,64,0.7710843373493976,5,0.15421686746987953
D:\Tests\jfreechart\src\test\java\org\jfree\chart\renderer\RendererUtilsTest.java,RendererUtilsTest,341,108,0.31671554252199413,8,0.039589442815249266
D:\Tests\jfreechart\src\main\java\org\jfree\data\time\ohlc\OHLC.java,OHLC,144,85,0.5902777777777778,14,0.042162698412698416
D:\Tests\jfreechart\src\main\java\org\jfree\data\time\ohlc\OHLCItem.java,OHLCItem,129,78,0.6046511627906976,11,0.05496828752642706
D:\Tests\jfreechart\src\main\java\org\jfree\data\time\ohlc\OHLCSeries.java,OHLCSeries,127,89,0.7007874015748031,8,0.08759842519685039
D:\Tests\jfreechart\src\main\java\org\jfree\data\time\ohlc\OHLCSeriesCollection.java,OHLCSeriesCollection,454,268,0.5903083700440529,35,0.016865953429830084
D:\Tests\jfreechart\src\main\java\module-info.java,module-info,43,3,0.06976744186046512,1,0.06976744186046512
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\AbstractCategoryItemLabelGenerator.java,AbstractCategoryItemLabelGenerator,286,151,0.527972027972028,18,0.029331779331779335
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\AbstractPieItemLabelGenerator.java,AbstractPieItemLabelGenerator,213,110,0.5164319248826291,16,0.03227699530516432
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\AbstractXYItemLabelGenerator.java,AbstractXYItemLabelGenerator,315,160,0.5079365079365079,19,0.026733500417710943
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\BoxAndWhiskerToolTipGenerator.java,BoxAndWhiskerToolTipGenerator,133,81,0.6090225563909775,7,0.08700322234156821
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\BoxAndWhiskerXYToolTipGenerator.java,BoxAndWhiskerXYToolTipGenerator,142,85,0.5985915492957746,7,0.08551307847082494
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\BubbleXYItemLabelGenerator.java,BubbleXYItemLabelGenerator,242,127,0.5247933884297521,15,0.03498622589531681
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\CategoryItemLabelGenerator.java,CategoryItemLabelGenerator,77,70,0.9090909090909091,1,0.9090909090909091
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\CategorySeriesLabelGenerator.java,CategorySeriesLabelGenerator,56,51,0.9107142857142857,1,0.9107142857142857
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\CategoryToolTipGenerator.java,CategoryToolTipGenerator,61,56,0.9180327868852459,1,0.9180327868852459
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\CrosshairLabelGenerator.java,CrosshairLabelGenerator,50,45,0.9,1,0.9
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\CustomXYToolTipGenerator.java,CustomXYToolTipGenerator,169,92,0.5443786982248521,16,0.034023668639053255
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\FlowLabelGenerator.java,FlowLabelGenerator,54,48,0.8888888888888888,1,0.8888888888888888
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\HighLowItemLabelGenerator.java,HighLowItemLabelGenerator,198,93,0.4696969696969697,20,0.023484848484848487
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\IntervalCategoryItemLabelGenerator.java,IntervalCategoryItemLabelGenerator,122,68,0.5573770491803278,8,0.06967213114754098
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\IntervalCategoryToolTipGenerator.java,IntervalCategoryToolTipGenerator,141,77,0.5460992907801419,12,0.04550827423167849
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\IntervalXYItemLabelGenerator.java,IntervalXYItemLabelGenerator,247,119,0.4817813765182186,19,0.025356914553590452
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\IntervalXYToolTipGenerator.java,IntervalXYToolTipGenerator,243,119,0.4897119341563786,18,0.027206218564243254
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\ItemLabelAnchor.java,ItemLabelAnchor,92,64,0.6956521739130435,1,0.6956521739130435
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\ItemLabelPosition.java,ItemLabelPosition,170,94,0.5529411764705883,12,0.04607843137254902
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\MultipleXYSeriesLabelGenerator.java,MultipleXYSeriesLabelGenerator,212,100,0.4716981132075472,17,0.02774694783573807
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\package-info.java,package-info,4,3,0.75,1,0.75
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\PieSectionLabelGenerator.java,PieSectionLabelGenerator,85,74,0.8705882352941177,1,0.8705882352941177
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\PieToolTipGenerator.java,PieToolTipGenerator,54,49,0.9074074074074074,1,0.9074074074074074
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\StandardCategoryItemLabelGenerator.java,StandardCategoryItemLabelGenerator,133,86,0.6466165413533834,9,0.07184628237259816
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\StandardCategorySeriesLabelGenerator.java,StandardCategorySeriesLabelGenerator,144,87,0.6041666666666666,9,0.06712962962962962
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\StandardCategoryToolTipGenerator.java,StandardCategoryToolTipGenerator,119,76,0.6386554621848739,7,0.09123649459783913
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\StandardCrosshairLabelGenerator.java,StandardCrosshairLabelGenerator,137,80,0.583941605839416,9,0.064882400648824
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\StandardFlowLabelGenerator.java,StandardFlowLabelGenerator,115,68,0.591304347826087,7,0.084472049689441
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\StandardPieSectionLabelGenerator.java,StandardPieSectionLabelGenerator,230,145,0.6304347826086957,10,0.06304347826086956
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\StandardPieToolTipGenerator.java,StandardPieToolTipGenerator,129,92,0.7131782945736435,4,0.17829457364341086
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\StandardXYItemLabelGenerator.java,StandardXYItemLabelGenerator,173,115,0.6647398843930635,11,0.060430898581187595
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\StandardXYSeriesLabelGenerator.java,StandardXYSeriesLabelGenerator,151,93,0.6158940397350994,9,0.0684326710816777
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\StandardXYToolTipGenerator.java,StandardXYToolTipGenerator,174,115,0.6609195402298851,10,0.06609195402298851
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\StandardXYZToolTipGenerator.java,StandardXYZToolTipGenerator,231,122,0.5281385281385281,14,0.03772418058132344
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\SymbolicXYItemLabelGenerator.java,SymbolicXYItemLabelGenerator,156,87,0.5576923076923077,11,0.0506993006993007
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\XYItemLabelGenerator.java,XYItemLabelGenerator,54,49,0.9074074074074074,1,0.9074074074074074
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\XYSeriesLabelGenerator.java,XYSeriesLabelGenerator,57,52,0.9122807017543859,1,0.9122807017543859
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\XYToolTipGenerator.java,XYToolTipGenerator,53,48,0.9056603773584906,1,0.9056603773584906
D:\Tests\jfreechart\src\main\java\org\jfree\chart\labels\XYZToolTipGenerator.java,XYZToolTipGenerator,53,48,0.9056603773584906,1,0.9056603773584906
D:\Tests\jfreechart\src\main\java\org\jfree\chart\event\AnnotationChangeEvent.java,AnnotationChangeEvent,66,52,0.7878787878787878,3,0.2626262626262626
D:\Tests\jfreechart\src\main\java\org\jfree\chart\event\AnnotationChangeListener.java,AnnotationChangeListener,50,44,0.88,1,0.88
D:\Tests\jfreechart\src\main\java\org\jfree\chart\event\AxisChangeEvent.java,AxisChangeEvent,62,51,0.8225806451612904,3,0.2741935483870968
D:\Tests\jfreechart\src\main\java\org\jfree\chart\event\AxisChangeListener.java,AxisChangeListener,55,50,0.9090909090909091,1,0.9090909090909091
D:\Tests\jfreechart\src\main\java\org\jfree\chart\event\ChartChangeEvent.java,ChartChangeEvent,115,81,0.7043478260869566,6,0.11739130434782609
D:\Tests\jfreechart\src\main\java\org\jfree\chart\event\ChartChangeEventType.java,ChartChangeEventType,47,41,0.8723404255319149,1,0.8723404255319149
D:\Tests\jfreechart\src\main\java\org\jfree\chart\event\ChartChangeListener.java,ChartChangeListener,52,47,0.9038461538461539,1,0.9038461538461539
D:\Tests\jfreechart\src\main\java\org\jfree\chart\event\ChartProgressEvent.java,ChartProgressEvent,115,80,0.6956521739130435,7,0.09937888198757763
D:\Tests\jfreechart\src\main\java\org\jfree\chart\event\ChartProgressEventType.java,ChartProgressEventType,45,40,0.8888888888888888,1,0.8888888888888888
D:\Tests\jfreechart\src\main\java\org\jfree\chart\event\ChartProgressListener.java,ChartProgressListener,49,44,0.8979591836734694,1,0.8979591836734694
D:\Tests\jfreechart\src\main\java\org\jfree\chart\event\MarkerChangeEvent.java,MarkerChangeEvent,63,52,0.8253968253968254,3,0.2751322751322751
D:\Tests\jfreechart\src\main\java\org\jfree\chart\event\MarkerChangeListener.java,MarkerChangeListener,50,44,0.88,1,0.88
D:\Tests\jfreechart\src\main\java\org\jfree\chart\event\package-info.java,package-info,6,5,0.8333333333333334,1,0.8333333333333334
D:\Tests\jfreechart\src\main\java\org\jfree\chart\event\PlotChangeEvent.java,PlotChangeEvent,64,52,0.8125,3,0.2708333333333333
D:\Tests\jfreechart\src\main\java\org\jfree\chart\event\PlotChangeListener.java,PlotChangeListener,50,45,0.9,1,0.9
D:\Tests\jfreechart\src\main\java\org\jfree\chart\event\RendererChangeEvent.java,RendererChangeEvent,87,68,0.7816091954022989,5,0.15632183908045977
D:\Tests\jfreechart\src\main\java\org\jfree\chart\event\RendererChangeListener.java,RendererChangeListener,49,44,0.8979591836734694,1,0.8979591836734694
D:\Tests\jfreechart\src\main\java\org\jfree\chart\event\TitleChangeEvent.java,TitleChangeEvent,61,49,0.8032786885245902,3,0.2677595628415301
D:\Tests\jfreechart\src\main\java\org\jfree\chart\event\TitleChangeListener.java,TitleChangeListener,50,45,0.9,1,0.9
D:\Tests\jfreechart\src\test\java\org\jfree\data\general\DatasetUtilsTest.java,DatasetUtilsTest,1341,297,0.2214765100671141,64,0.003460570469798658
D:\Tests\jfreechart\src\test\java\org\jfree\data\general\DefaultHeatMapDatasetTest.java,DefaultHeatMapDatasetTest,165,57,0.34545454545454546,5,0.06909090909090909
D:\Tests\jfreechart\src\test\java\org\jfree\data\general\DefaultKeyedValueDatasetTest.java,DefaultKeyedValueDatasetTest,97,52,0.5360824742268041,3,0.17869415807560138
D:\Tests\jfreechart\src\test\java\org\jfree\data\general\DefaultKeyedValues2DDatasetTest.java,DefaultKeyedValues2DDatasetTest,74,46,0.6216216216216216,2,0.3108108108108108
D:\Tests\jfreechart\src\test\java\org\jfree\data\general\DefaultKeyedValuesDatasetTest.java,DefaultKeyedValuesDatasetTest,73,45,0.6164383561643836,2,0.3082191780821918
D:\Tests\jfreechart\src\test\java\org\jfree\data\general\DefaultPieDatasetTest.java,DefaultPieDatasetTest,159,63,0.39622641509433965,7,0.05660377358490566
D:\Tests\jfreechart\src\test\java\org\jfree\data\general\IntervalDataItem.java,IntervalDataItem,59,39,0.6610169491525424,3,0.22033898305084745
D:\Tests\jfreechart\src\test\java\org\jfree\data\general\TestIntervalCategoryDataset.java,TestIntervalCategoryDataset,434,241,0.5552995391705069,41,0.013543891199280657
D:\Tests\jfreechart\src\test\java\org\jfree\data\general\TestIntervalXYZDataset.java,TestIntervalXYZDataset,133,47,0.3533834586466165,12,0.02944862155388471
